,ts,src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice,label,type
91624,1554280763,192.168.1.1,59892,239.255.255.250,1900,udp,-,7.309014,3242,0,S0,0,10,3522,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
135701,1554310638,192.168.1.152,53972,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
229413,1556203861,192.168.1.30,42902,192.168.1.190,80,tcp,-,33.032405,0,0,S1,0,2,104,2,120,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
76068,1554271499,fe80::a691:b1ff:fe1e:5790,135,fe80::20c:29ff:feee:e07a,136,icmp,-,1.085213,48,32,OTH,0,2,144,2,128,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
73467,1554270083,192.168.1.152,1880,192.168.1.152,40688,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
175677,1556129802,192.168.1.30,31,176.28.50.165,31,tcp,-,1.4999999999999999e-05,0,0,REJ,0,4,160,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
360813,1556340866,192.168.1.32,56972,18.194.169.124,80,tcp,-,3.060934,0,0,S0,0,3,180,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
415714,1556423522,fe80::8040:d364:78f4:25a2,5353,ff02::fb,5353,udp,dns,0.0,0,0,S0,0,1,87,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
297357,1556262264,192.168.1.190,60706,199.212.0.63,53,udp,dns,2.799515,55,329,SF,0,1,83,1,357,133.143.54.71.in-addr.arpa,1,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
161539,1556021700,192.168.1.31,38144,192.168.1.49,9071,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
184709,1556130223,192.168.1.30,73,192.168.1.184,73,tcp,-,3.2e-05,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
407010,1556366413,192.168.1.193,51272,192.168.1.195,5357,tcp,http,0.012369,954,2370,SF,0,6,1206,5,2582,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
261645,1556250725,172.17.0.3,59922,192.168.1.190,53,udp,dns,0.0010949999999999998,0,636,SHR,0,0,0,2,692,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
239636,1556248876,192.168.1.190,24540,134.148.24.1,53,udp,dns,0.022313,56,128,SF,0,1,84,1,156,90.152.148.134.in-addr.arpa,1,12,3,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
198124,1556172858,192.168.1.30,58396,192.168.1.152,80,tcp,-,0.144447,316,3440,SF,0,4,524,6,3752,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
160165,1556021656,192.168.1.32,61171,192.168.1.133,1073,tcp,-,0.024147,0,0,REJ,0,1,44,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
174652,1556129766,192.168.1.30,38399,192.168.1.1,53,udp,dns,0.027714,82,330,SF,0,2,138,2,386,openx2-match.dotomi.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
118199,1554296236,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
453685,1556441241,192.168.1.193,49867,192.168.1.33,80,tcp,-,0.00013000000000000002,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
182061,1556130102,192.168.1.30,61,192.168.1.193,61,tcp,-,0.000153,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
95356,1554283030,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
290288,1556261387,25.171.140.238,9727,192.168.1.194,80,tcp,-,9.1116,0,0,S1,0,1,40,3,132,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
140764,1554314887,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
164404,1556021800,192.168.1.30,50568,192.168.1.186,14442,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
301725,1556286322,192.168.1.190,5854,192.26.92.30,53,udp,dns,0.025741000000000003,47,506,SF,0,1,75,1,534,apnic1.dnsnode.net,1,1,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
107204,1554289491,192.168.1.152,59750,192.168.1.190,53,udp,dns,4.2e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,1,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
178414,1556129917,192.168.1.30,43,192.168.1.152,43,tcp,-,5.7999999999999994e-05,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
228664,1556203854,192.168.1.30,39034,192.168.1.184,443,tcp,-,61.007289,0,0,S3,0,3,164,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
160580,1556021669,192.168.1.30,63092,192.168.1.49,8080,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
9256,1554214005,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
460677,1556547209,192.168.1.34,52985,192.168.1.1,53,udp,dns,0.020166,76,430,SF,0,2,132,2,486,connect.facebook.net,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,mitm
30301,1554236148,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
196821,1556172806,192.168.1.30,53544,192.168.1.190,80,tcp,http,0.032447000000000004,518,1919,SF,0,5,786,6,2239,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
307020,1556286630,192.168.1.31,35244,192.168.1.190,80,tcp,http,0.001743,155,651,SF,0,5,423,5,919,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
160525,1556021667,192.168.1.30,49502,192.168.1.250,2522,tcp,-,0.05899600000000001,0,0,REJ,0,1,44,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
209128,1556173523,192.168.1.30,37118,176.28.50.165,80,tcp,-,4.465147,0,0,SF,0,4,216,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
233529,1556248194,192.168.1.190,6525,80.50.50.180,53,udp,dns,0.37679,40,56,SF,0,1,68,1,84,ns.tpnet.pl,1,1,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
364695,1556340877,192.168.1.32,33554,52.28.231.150,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
205731,1556173430,192.168.1.31,43524,192.168.1.195,80,tcp,http,0.176999,352,524,SF,0,5,572,4,696,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
241849,1556248969,192.168.1.180,35420,192.0.32.59,43,tcp,-,0.36051700000000003,18,669,SF,0,5,286,5,937,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
253543,1556250420,192.168.1.190,35148,157.131.0.39,53,udp,dns,0.20934499999999998,48,64,SF,0,1,76,1,92,b.auth-ns.sonic.net,1,1,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
107399,1554289604,192.168.1.152,1880,192.168.1.152,40688,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
57083,1554259920,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
86904,1554278348,192.168.1.79,56629,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
141137,1554315215,192.168.1.152,53972,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
389059,1556352098,192.168.1.180,48462,80.92.65.35,43,tcp,-,0.840966,13,2815,SF,0,7,385,6,3135,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
348402,1556328914,192.168.1.195,59125,192.168.1.79,9197,tcp,http,0.018665,202,22043,SF,0,7,494,19,22815,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
68870,1554267451,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
210663,1556203760,192.168.1.30,42402,192.168.1.184,443,tcp,-,60.89144,0,0,S3,0,3,164,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
452548,1556440973,192.168.1.193,49823,192.168.1.37,8080,tcp,-,9.300000000000001e-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
21699,1554227521,192.168.1.152,45294,192.168.1.190,53,udp,dns,4e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,28,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
89083,1554279508,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
43368,1554249587,192.168.1.152,59822,192.168.1.190,53,udp,dns,7e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,28,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
360522,1556340866,192.168.1.32,37158,192.168.1.152,80,tcp,http,7.912739,1879,1062,S3,0,7,2263,5,1330,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
114763,1554293925,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
433047,1556426447,192.168.1.37,35921,192.168.1.193,445,tcp,-,0.0,0,0,S0,0,1,60,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
145978,1554319363,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
243888,1556249128,192.168.1.180,41081,192.168.1.190,53,udp,dns,0.000819,40,318,SF,0,1,68,1,346,arpa.whois-servers.net,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
60442,1554262101,192.168.1.190,7878,192.168.1.190,43530,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
22927,1554228782,192.168.1.152,43327,192.168.1.190,53,udp,dns,3.6e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,1,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
13361,1554221024,fe80::855:e4ef:de26:7aca,5353,ff02::fb,5353,udp,dns,13.100968,448,0,S0,0,4,640,0,0,_sleep-proxy._udp.local,32769,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
74800,1554270804,192.168.1.79,45213,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
179818,1556129982,192.168.1.30,50,192.168.1.190,50,tcp,-,1.9e-05,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
258512,1556250571,192.168.1.190,13445,61.115.192.17,53,udp,dns,0.137072,61,115,SF,0,1,89,1,143,154.128.136.101.219.in-addr.arpa,1,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
9689,1554214928,192.168.1.152,1880,192.168.1.152,51782,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
62249,1554263296,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
215929,1556203781,192.168.1.30,56660,192.168.1.190,80,tcp,-,0.00031299999999999996,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
436090,1556427156,192.168.1.33,34599,192.168.1.193,445,tcp,-,0.0,0,0,OTH,0,1,1229,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
319933,1556287337,192.168.1.31,53270,192.168.1.152,80,tcp,http,0.002487,147,3440,SF,0,5,415,7,3812,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
13017,1554220759,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
31205,1554236983,192.168.1.152,35053,91.189.89.199,123,udp,-,0.310338,48,48,SF,0,1,76,1,76,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
11524,1554218533,192.168.1.152,1880,192.168.1.152,51782,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
186117,1556130284,192.168.1.30,79,192.168.1.184,79,tcp,-,1.7e-05,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
452479,1556440957,192.168.1.193,49821,192.168.1.37,8080,tcp,-,0.000121,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
31944,1554237652,192.168.1.152,51552,192.168.1.190,53,udp,dns,5.6000000000000006e-05,78,0,S0,0,2,134,0,0,us.archive.ubuntu.com,1,28,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
224308,1556203824,192.168.1.31,60818,192.168.1.152,80,tcp,-,24.333954000000002,0,0,S3,0,3,164,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
171150,1556129661,192.168.1.30,15,192.168.1.152,15,tcp,-,0.000892,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
442738,1556438659,192.168.1.193,49429,192.168.1.37,8080,tcp,-,0.000205,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
264600,1556253324,192.168.1.190,13323,199.4.138.53,53,udp,dns,0.186425,45,1353,SF,0,1,73,1,1381,237.in-addr.arpa,1,48,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
76398,1554271674,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
97673,1554284283,192.168.1.152,57555,192.168.1.190,53,udp,dns,4.7e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,1,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
255377,1556250478,192.168.1.190,14940,192.5.6.30,53,udp,dns,0.011089,46,845,SF,0,1,74,1,873,dns34.cloudns.net,1,1,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
75662,1554271280,fe80::a691:b1ff:fe1e:5790,135,fe80::8520:4eba:6770:702a,136,icmp,-,0.00020299999999999997,24,24,OTH,0,1,72,1,72,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
266725,1556258552,27.149.29.58,34681,192.168.1.152,80,tcp,-,0.0,0,0,SH,0,1,40,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
227621,1556203845,192.168.1.31,37569,192.168.1.1,53,udp,dns,1.6e-05,43,43,SF,0,1,71,1,71,https://192.168.1.184.hub,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
445704,1556439359,192.168.1.193,49541,192.168.1.37,8080,tcp,-,0.000176,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
278794,1556260867,218.204.179.110,44276,192.168.1.190,80,tcp,-,0.0,0,0,SH,0,1,40,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
129851,1554305896,192.168.1.133,5353,224.0.0.251,5353,udp,dns,3.9866589999999995,270,0,S0,0,3,354,0,0,_sleep-proxy._udp.local,32769,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
453946,1556441302,192.168.1.193,49878,192.168.1.33,80,tcp,-,0.00028399999999999996,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
388412,1556351475,192.168.1.195,60213,192.168.1.79,9197,tcp,http,0.030293,692,29310,SF,0,10,1104,25,30322,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
79509,1554273559,192.168.1.6,5353,224.0.0.251,5353,udp,dns,0.0,0,0,S0,0,1,89,0,0,_googlecast._tcp.local,1,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
424404,1556425084,192.168.1.37,45065,192.168.1.193,445,tcp,-,0.0,0,0,OTH,0,1,1500,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
300547,1556262368,192.168.1.190,50687,199.212.0.53,53,udp,dns,0.0,0,0,S0,0,1,84,0,0,90.144.231.175.in-addr.arpa,1,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
308361,1556286699,192.168.1.31,56324,192.168.1.193,21,tcp,-,0.016373,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
70406,1554268341,fe80::8520:4eba:6770:702a,135,fe80::a691:b1ff:fe1e:5790,136,icmp,-,119.503487,72,48,OTH,0,3,216,3,192,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
373133,1556340916,192.168.1.32,45749,192.168.1.1,53,udp,dns,0.0071530000000000005,80,80,SF,0,2,136,2,136,www.mqtt-dashboard.com,1,1,5,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
55381,1554258869,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
298874,1556262302,192.168.1.190,1874,192.36.148.17,53,udp,dns,0.0,0,0,S0,0,1,65,0,0,g.dns.jp,1,28,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
17601,1554224233,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
223933,1556203821,192.168.1.31,60458,192.168.1.152,80,tcp,-,31.457660999999998,0,0,S1,0,3,164,2,120,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
336721,1556307323,192.168.1.193,138,192.168.1.255,138,udp,-,4.1e-05,416,0,S0,0,2,472,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
12495,1554220384,2405:6e00:10ce:2c00:20c:29ff:feee:e07a,27785,2600:9000:5301:7900::1,53,udp,dns,0.032474,51,284,SF,0,1,99,1,332,shavar.prod.mozaws.net,1,1,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
456579,1556441924,192.168.1.193,49979,192.168.1.33,80,tcp,-,0.00023199999999999997,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
274712,1556260778,192.168.1.190,47272,202.195.224.100,53,udp,dns,0.467125,57,57,SF,0,1,85,1,85,151.229.195.202.in-addr.arpa,1,12,5,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
146870,1554320064,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
342383,1556324174,192.168.1.195,64111,192.168.1.1,41952,tcp,http,0.842232,383,3882,SF,0,9,755,12,4374,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
269267,1556260551,31.204.21.227,9913,192.168.1.194,80,tcp,-,0.0,0,0,SH,0,1,40,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
161789,1556021711,192.168.1.32,61171,192.168.1.133,1583,tcp,-,0.01096,0,0,REJ,0,1,44,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
212854,1556203767,192.168.1.30,46770,192.168.1.184,443,tcp,-,0.000177,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
180798,1556130036,192.168.1.30,55,192.168.1.193,55,tcp,-,0.000909,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
175474,1556129796,192.168.1.30,49534,192.168.1.1,53,udp,dns,0.002147,37,53,SF,0,1,65,1,81,testphp.vulnweb.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192365,1556172272,192.168.1.31,47990,176.28.50.165,80,tcp,http,1.353492,209,1966,SF,0,6,529,6,2286,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
