,id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
64736,64737,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,2,4,4,4,4,0,0,0,4,4,0,Generic,1
53254,53255,2e-06,ipv6,-,INT,2,0,86,0,500000.0013,254,0,172000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,43,0,0,0,10,2,6,2,2,2,0,0,0,5,2,0,Exploits,1
58838,58839,0.892467,tcp,ftp,FIN,14,12,786,682,28.012240000000002,254,252,6543.65918,5611.411621,4,4,68.65131,67.867633,3777.4183810000004,88.103914,255,458834618,389590693,255,0.15720399999999998,0.129938,0.027266000000000002,56,57,0,0,3,1,2,1,1,1,0,0,0,1,3,0,Fuzzers,1
45579,45580,1.737471,tcp,ftp,FIN,12,12,634,682,13.237631,254,252,2679.75708,2882.350342,3,4,157.933642,147.12118700000002,8778.015366,223.102703,255,2453890937,3029478990,255,0.24603899999999998,0.119127,0.126912,53,57,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Fuzzers,1
62663,62664,7.000000000000001e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,7,7,3,7,0,0,0,7,15,0,Generic,1
49945,49946,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,2,5,4,4,4,0,0,0,4,4,0,Generic,1
1148,1149,0.970103,tcp,http,FIN,14,12,1746,3444,25.770459,62,252,13375.89844,26034.34766,4,4,74.623305,80.7,3773.940615,102.668359,255,2865295576,2071149888,255,0.183935,0.08180499999999999,0.10213,125,287,1,181,1,1,2,1,1,1,0,0,1,2,1,0,Exploits,1
51805,51806,1.953021,tcp,pop3,FIN,22,42,1046,34456,32.257717,62,252,4092.1218259999996,137780.3906,7,19,93.000997,45.821366999999995,5526.764722999999,3773.086932,255,3060943603,2270382981,255,0.13255999999999998,0.07376100000000001,0.058799000000000004,48,820,0,0,1,1,2,1,1,1,0,0,0,1,1,0,Exploits,1
14292,14293,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,26,26,17,26,0,0,0,26,26,0,Generic,1
15328,15329,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,38,38,25,38,0,0,0,38,38,0,Generic,1
37798,37799,0.031967,tcp,-,FIN,72,74,4238,63878,4535.927793,31,29,1046078.813,15770013.0,7,30,0.445662,0.42930100000000004,23.377532000000002,22.761671,255,1304237687,3454150613,255,0.00075,0.000617,0.000133,59,863,0,0,8,0,5,1,1,2,0,0,0,4,16,0,Normal,0
40426,40427,0.8693209999999999,tcp,http,FIN,10,8,790,1188,19.555492,62,252,6543.037598,9570.688477,2,2,96.591222,98.441,4877.860877,176.440641,255,2689503041,1059393627,255,0.294908,0.179592,0.115316,79,149,1,191,3,1,2,1,1,3,0,0,1,1,4,0,Normal,0
39388,39389,0.006327,udp,-,CON,4,4,568,304,1106.369531,31,29,538643.9375,288288.2813,0,0,1.7676669999999999,1.637667,2.4892529999999997,2.3103540000000002,0,0,0,0,0.0,0.0,0.0,142,76,0,0,5,0,5,1,1,3,0,0,0,4,6,0,Normal,0
57264,57265,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,7,7,4,7,0,0,0,7,15,0,Generic,1
34752,34753,0.016949000000000002,tcp,-,FIN,22,14,1470,1728,2065.018605,31,29,662694.0,757566.8125,5,4,0.807095,1.2462309999999999,86.265465,3.516228,255,2073519256,4223392158,255,0.000799,0.000617,0.000182,67,123,0,0,9,0,9,1,1,4,0,0,0,6,5,0,Normal,0
53920,53921,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,4,4,4,4,0,0,0,4,13,0,Generic,1
25852,25853,0.001074,udp,dns,CON,2,2,146,178,2793.296014,31,29,543761.625,662942.25,0,0,0.008,0.006999999999999999,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,10,1,1,1,0,0,0,2,2,0,Normal,0
80570,80571,1.192999,tcp,http,FIN,10,10,824,1176,15.92625,62,252,4975.695801,7101.430664,2,2,132.555444,119.34033600000001,7384.5873409999995,219.97678100000002,255,3293814998,3096272177,255,0.177142,0.09591799999999999,0.081224,82,118,1,204,4,1,3,3,3,4,0,0,9,3,4,0,Normal,0
50633,50634,0.161893,udp,dns,CON,2,2,112,284,18.530759,62,252,2767.26001,7016.980469,0,0,0.011000000000000001,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,56,142,0,0,2,3,1,1,1,1,0,0,0,1,2,0,DoS,1
7091,7092,3e-06,bna,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,DoS,1
5985,5986,0.26568600000000003,tcp,-,FIN,10,8,3030,548,63.985305000000004,254,252,82111.96875,14453.15137,2,2,28.121111,37.00743,1617.203252,56.446555000000004,255,2296826528,1377897015,255,0.053158000000000004,0.006629,0.046529,303,69,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
51441,51442,7.000000000000001e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,Generic,1
12727,12728,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,26,26,9,35,0,0,0,27,35,0,Generic,1
18995,18996,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,20,2,20,20,20,20,0,0,0,20,20,0,Generic,1
67604,67605,0.713976,tcp,-,FIN,12,6,4658,268,23.810323,254,252,47844.74219,2509.888184,3,1,64.906911,119.923797,0.0,204.738656,255,1727278831,1314580401,255,0.272789,0.11366400000000002,0.159125,388,45,0,0,5,1,1,1,1,2,0,0,0,1,2,0,Normal,0
57636,57637,1.812872,tcp,smtp,FIN,32,22,19716,1916,29.235378000000004,254,252,84286.14844,8071.170898,13,8,58.47974,80.755477,4102.716264,132.43543799999998,255,2748194140,1917388118,255,0.189554,0.09345099999999999,0.096103,616,87,0,0,1,1,3,3,3,3,0,0,0,3,1,0,Generic,1
47559,47560,6e-06,udp,-,INT,2,0,1064,0,166666.6608,254,0,709333312.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,3,2,1,1,1,1,0,0,0,1,4,0,Fuzzers,1
19803,19804,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,25,25,25,33,0,0,0,25,33,0,Generic,1
34852,34853,0.10791600000000001,tcp,-,FIN,48,50,2958,32368,898.8472720000001,31,29,214759.6406,2351532.75,7,18,2.288745,2.188939,138.23046000000002,136.526737,255,801395531,2951280222,255,0.000784,0.000648,0.000136,62,647,0,0,8,0,1,1,1,1,0,0,0,5,5,0,Normal,0
13135,13136,7.000000000000001e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,45,2,14,14,14,45,0,0,0,15,45,0,Generic,1
10380,10381,0.270339,tcp,http,FIN,10,8,928,986,62.88400600000001,62,252,24739.30859,25538.30469,2,2,30.037667,34.73157,1654.045239,69.174664,255,1368120408,4081096694,255,0.032388,0.017483000000000002,0.014905000000000002,93,123,1,69,1,1,1,1,1,1,0,0,1,1,1,0,DoS,1
13819,13820,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,11,11,11,29,0,0,0,12,29,0,Generic,1
60914,60915,4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
77990,77991,4e-06,udp,-,INT,2,0,78,0,250000.0006,254,0,78000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Normal,0
15352,15353,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,51,2,9,9,5,51,0,0,0,9,51,0,Generic,1
38085,38086,0.001053,udp,dns,CON,2,2,130,162,2849.002888,31,29,493827.1563,615384.625,0,0,0.011000000000000001,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,0,3,1,1,1,0,0,0,5,6,0,Normal,0
21030,21031,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,2,18,18,18,21,0,0,0,18,21,0,Generic,1
71228,71229,0.990339,tcp,-,FIN,10,8,534,354,17.165839000000002,254,252,3885.53833,2504.193115,2,1,106.725889,126.288859,6480.355775999999,192.825187,255,1595293485,497961144,255,0.196127,0.10630899999999999,0.089818,53,44,0,0,4,1,2,1,1,3,0,0,0,1,4,0,Normal,0
16093,16094,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,17,17,7,25,0,0,0,17,25,0,Generic,1
27174,27175,0.129493,tcp,ftp-data,FIN,6,8,320,1884,100.39152800000001,31,29,16495.09961,101874.2344,1,2,25.8326,18.421572,1816.850793,44.772324,255,2893170026,3379166408,255,0.000663,0.000539,0.000124,53,236,0,0,2,0,2,1,1,1,0,0,0,2,2,0,Normal,0
26633,26634,0.580797,tcp,smtp,FIN,52,42,37178,3380,160.124789,31,29,502261.5313,45454.77734,18,8,11.381608,14.144269,881.227266,27.960653999999998,255,3749278312,3770337084,255,0.001006,0.0008759999999999999,0.00013000000000000002,715,80,0,0,2,0,2,1,1,1,0,0,0,3,2,0,Normal,0
34731,34732,0.005074,tcp,-,FIN,24,20,2158,1918,8474.576294,31,29,3262120.5,2874261.0,6,5,0.22060900000000003,0.22636799999999999,13.206037,13.644101999999998,255,201395146,201727802,255,0.0007559999999999999,0.000625,0.000131,90,96,0,0,7,0,3,2,1,1,0,0,0,2,12,0,Normal,0
37741,37742,1.362782,tcp,http,FIN,14,18,1684,10168,22.747585,31,29,9181.21875,56378.78906,3,5,104.802075,80.132588,9274.158215000001,8119.221823999999,255,1716887927,3863321310,255,0.000668,0.000523,0.000145,120,565,1,3924,3,0,4,1,1,1,0,0,1,4,2,0,Normal,0
8743,8744,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,2,0,0,0,1,1,0,Reconnaissance,1
63515,63516,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,Generic,1
41783,41784,1.523914,tcp,-,FIN,10,6,534,268,9.843075,254,252,2525.076904,1175.919434,2,1,166.232778,293.464,12472.53767,552.54,255,2905739037,2314936876,255,0.163415,0.056590999999999995,0.106824,53,45,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0
79310,79311,1.069761,tcp,-,FIN,10,8,2530,354,15.891399,254,252,17028.10156,2318.274658,2,1,118.850222,130.86543,6616.411783,184.790875,255,3283523823,3132502311,255,0.21855,0.1537,0.06485,253,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
26833,26834,0.010624,tcp,-,FIN,36,38,2334,16290,6871.235023,31,29,1709337.375,11944277.0,7,12,0.294029,0.272,18.861054,16.814542000000003,255,3371987795,3368105367,255,0.00065,0.0005269999999999999,0.000123,65,429,0,0,3,0,3,1,1,1,0,0,0,4,2,0,Normal,0
20307,20308,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,25,25,25,30,0,0,0,25,30,0,Generic,1
36841,36842,0.001056,udp,dns,CON,2,2,146,178,2840.9090690000003,31,29,553030.3125,674242.4375,0,0,0.006999999999999999,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,1,2,1,1,0,0,0,3,3,0,Normal,0
8972,8973,1.454353,tcp,-,FIN,10,8,564,354,11.689047,254,252,2794.369873,1705.2257079999997,2,1,155.244444,198.552859,10686.92287,267.02075,255,4024439074,2096451012,255,0.13355899999999998,0.064474,0.06908500000000001,56,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
50758,50759,7.000000000000001e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,7,7,3,7,0,0,0,7,12,0,Generic,1
14112,14113,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,41,41,25,43,0,0,0,41,43,0,Generic,1
51095,51096,7.000000000000001e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,3,3,3,3,0,0,0,3,10,0,Generic,1
2462,2463,0.310673,tcp,-,FIN,10,8,2512,454,54.719915,254,252,58221.98828,10248.717770000001,2,2,32.139111,41.796715,1785.3543309999998,54.350933999999995,255,2806532231,2890686339,255,0.067789,0.018093,0.049696,251,57,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
65824,65825,0.610123,tcp,-,FIN,10,8,610,354,27.863234999999996,254,252,7198.548828,4064.7543950000004,2,1,67.791444,77.76343,4418.856363,118.89307,255,2313583116,1915268165,255,0.132524,0.064984,0.06754,61,44,0,0,6,1,1,1,1,1,0,0,0,1,6,0,Fuzzers,1
25128,25129,0.011019,tcp,-,FIN,38,40,2438,20718,6987.930033,31,29,1723568.375,14666304.0,7,13,0.28875700000000004,0.268,0.0,16.341845000000003,255,2128974745,4274624128,255,0.000698,0.000563,0.000135,64,518,0,0,8,0,2,1,1,2,0,0,0,8,7,0,Normal,0
81782,81783,0.16263699999999998,tcp,-,CON,6,2,998,86,43.040638,62,252,40925.49609,2115.139893,2,1,32.5274,0.006999999999999999,2104.69672,0.0,255,1793544541,1504089164,255,0.14812899999999998,0.067746,0.08038300000000001,166,43,0,0,4,3,3,3,1,4,0,0,0,3,4,0,Normal,0
41854,41855,1.170623,tcp,-,FIN,10,8,588,354,14.522182,254,252,3622.0031740000004,2118.530029,2,1,130.055778,157.381,7715.930537,313.479625,255,1964293088,4184394074,255,0.108572,0.06894700000000001,0.039625,59,44,0,0,4,1,1,1,1,1,0,0,0,1,1,0,Normal,0
45988,45989,0.867866,tcp,-,FIN,10,6,562,258,17.283775,254,252,4664.314453,1981.8728030000002,1,0,96.428333,28.0646,5059.723379,39.132215,255,3995141538,1354990537,255,0.0,0.0,0.0,56,43,0,0,4,1,2,2,2,2,0,0,0,3,3,0,Fuzzers,1
43000,43001,0.7161489999999999,tcp,-,FIN,16,12,912,694,37.701653,254,252,9551.084961,7115.837890999999,5,4,46.494801,59.398727,2321.60625,77.633359,255,2484811093,1615738013,255,0.124661,0.06275399999999999,0.061907000000000004,57,58,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Normal,0
36378,36379,0.001116,udp,dns,CON,2,2,130,162,2688.172044,31,29,465949.8125,580645.1875,0,0,0.011000000000000001,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,3,2,2,2,0,0,0,7,2,0,Normal,0
43891,43892,0.368852,tcp,ftp-data,FIN,8,8,364,716,40.666717999999996,62,252,6918.76416,13598.9502,1,2,52.693144,49.557145,3366.0221,79.577125,255,1732720295,705566279,255,0.07364,0.021336,0.052303999999999996,46,90,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits,1
8952,8953,0.812441,tcp,-,FIN,10,10,608,646,23.386314000000002,254,252,5396.083984000001,5730.87793,2,3,90.271222,78.284891,4496.755577,98.383703,255,2049863936,605574897,255,0.183058,0.10706500000000001,0.07599299999999999,61,65,0,0,3,1,1,1,1,3,0,0,0,1,4,0,Exploits,1
30334,30335,0.017315999999999998,tcp,ssh,FIN,70,60,12472,12716,7449.757219,31,29,5679833.5,5777315.5,17,17,0.25095700000000004,0.278729,15.678343,17.48755,255,547700970,548012740,255,0.000857,0.0007070000000000001,0.00015,178,212,0,0,1,0,8,1,1,2,0,0,0,9,1,0,Normal,0
80010,80011,1.354814,tcp,http,FIN,10,10,832,1338,14.024065,62,252,4422.74707,7115.367676000001,2,2,150.534889,139.532219,8813.276773,289.467,255,1278302717,1979976521,255,0.13170199999999999,0.075154,0.056548,83,134,1,218,1,1,1,1,1,1,0,0,1,1,1,0,Normal,0
27521,27522,0.018955,tcp,-,FIN,46,48,2854,30622,4906.357228,31,29,1178369.875,12655236.0,7,17,0.413667,0.389,21.901654999999998,21.345412,255,1943587859,1954694489,255,0.001232,0.001057,0.000175,62,638,0,0,10,0,3,1,1,1,0,0,0,6,5,0,Normal,0
45443,45444,1.059857,tcp,-,FIN,12,8,1018,720,17.926947,254,252,7050.007812000001,4755.358397999999,3,2,96.258365,135.313422,5209.885068,182.330281,255,4228356683,1670612627,255,0.207616,0.112652,0.09496399999999999,85,90,0,0,8,1,1,2,1,1,0,0,0,2,3,0,Fuzzers,1
76020,76021,0.192223,tcp,-,CON,6,2,978,86,36.416038,62,252,33918.9375,1789.5881350000002,2,1,38.4446,0.008,2402.596539,0.0,255,3196925780,1016614186,255,0.168201,0.07938200000000001,0.08881900000000001,163,43,0,0,5,3,2,2,1,5,0,0,0,2,5,0,Normal,0
13572,13573,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,31,30,15,30,0,0,0,30,30,0,Generic,1
57941,57942,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,9,2,6,6,4,6,0,0,0,6,9,0,Generic,1
25567,25568,0.012764,tcp,http,FIN,8,10,1040,824,1331.870852,31,29,570354.125,465057.9688,2,2,1.7719999999999998,1.358333,101.182148,2.407906,255,3059659390,3063856569,255,0.000656,0.000535,0.000121,130,82,1,83,2,0,2,2,1,1,0,0,1,11,3,0,Normal,0
5681,5682,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,2,2,7,0,0,0,2,7,0,DoS,1
46609,46610,0.353666,tcp,http,FIN,12,12,1284,4118,65.033109,62,252,26623.99023,85391.29688,3,4,32.151453000000004,31.445546000000004,1572.713334,1927.340236,255,3906509535,3371625636,255,0.054334,0.007090000000000001,0.047244,107,343,2,43,1,1,1,1,1,1,0,0,1,2,1,0,Exploits,1
5712,5713,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,4,5,0,Exploits,1
58843,58844,1.087126,tcp,ftp,FIN,14,12,786,682,22.996414,254,252,5371.962402,4606.641602000001,4,4,82.00553599999999,90.045367,5071.36769,139.356344,255,4207032986,969630294,255,0.150963,0.096622,0.054340999999999993,56,57,0,0,2,1,2,1,1,1,0,0,0,1,2,0,Fuzzers,1
5608,5609,5e-06,hmp,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,Exploits,1
67333,67334,2.401421,tcp,-,FIN,18,12,1006,702,12.076183,254,252,3168.124023,2145.39624,5,4,141.260059,197.719906,7221.784016,286.275344,255,2268829025,4139645046,255,0.281918,0.182847,0.099071,56,59,0,0,4,1,1,2,1,1,0,0,0,2,1,0,Normal,0
13959,13960,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,20,18,0,Generic,1
59548,59549,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,7,7,4,7,0,0,0,7,12,0,Generic,1
11496,11497,0.058475,udp,-,CON,4,2,188,89,85.506628,254,60,19290.29492,6156.477051,0,0,19.491666,0.009000000000000001,27.556188,0.0,0,0,0,0,0.0,0.0,0.0,47,45,0,0,1,0,1,1,1,1,0,0,0,1,2,0,DoS,1
54907,54908,7.000000000000001e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,9,2,3,2,2,3,0,0,0,3,9,0,Generic,1
3532,3533,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,2,2,5,0,0,0,11,5,0,Exploits,1
61058,61059,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,3,3,3,0,0,0,4,7,0,Generic,1
54257,54258,1.282301,tcp,smtp,FIN,26,20,12244,1654,35.093166,62,252,73455.45313,9807.370117,10,8,51.292039,64.334211,2833.778557,77.534531,255,375297171,1811580070,255,0.08557100000000001,0.038245,0.047326,471,83,0,0,1,1,1,1,1,1,0,0,0,4,1,0,Exploits,1
54522,54523,0.686764,tcp,-,FIN,10,6,534,268,21.841564,254,252,5603.089355,2609.3388670000004,2,1,68.980333,121.927203,3553.150566,174.657516,255,1822898575,1613101226,255,0.153075,0.07711699999999999,0.075958,53,45,0,0,5,1,1,1,1,1,0,0,0,1,5,0,Fuzzers,1
18475,18476,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,18,43,0,0,0,43,43,0,Generic,1
34448,34449,0.266947,tcp,-,FIN,22,14,1470,1728,131.112168,31,29,42075.76953,48099.43359,5,4,12.711762,20.482539000000003,1005.4100609999999,34.891094,255,4198643998,2053542107,255,0.000668,0.000534,0.000134,67,123,0,0,15,0,1,1,1,1,0,0,0,10,3,0,Normal,0
4942,4943,0.221406,tcp,http,FIN,10,8,762,1662,76.782021,62,252,24787.04297,52573.10156,2,2,24.600667,30.353143,1358.253111,53.763672,255,1380725593,1155689592,255,0.048935,0.005756,0.043179,76,208,1,431,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
20261,20262,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,25,25,25,43,0,0,0,25,43,0,Generic,1
80350,80351,0.9927739999999999,tcp,-,FIN,10,8,2516,354,17.123735999999997,254,252,18251.88867,2498.050781,2,1,110.308222,125.49028899999999,6909.318998000001,174.928047,255,2188377063,3536802577,255,0.20083499999999999,0.113622,0.087213,252,44,0,0,2,1,1,1,1,2,0,0,0,2,2,0,Normal,0
10078,10079,3.202531,tcp,smtp,FIN,28,20,14162,1944,14.675892000000001,62,252,34115.51563,4613.850586,11,8,118.61225300000001,165.243891,8961.462878,291.513469,255,3673366366,875570953,255,0.14247100000000001,0.062091999999999994,0.08037899999999999,506,97,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
43979,43980,1.934722,tcp,-,FIN,10,8,560,354,8.786792,254,252,2084.0205079999996,1281.8378910000001,2,1,214.969111,250.499719,12662.73065,460.54121900000007,255,972852194,1836160482,255,0.22121300000000002,0.15162799999999999,0.06958500000000001,56,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Fuzzers,1
26573,26574,0.362875,tcp,-,FIN,16,18,1540,1644,90.940403,31,29,31834.652339999997,34237.68359,4,4,24.169867,21.280766,1508.375675,43.272254,255,2467801396,2495069860,255,0.001269,0.001101,0.000168,96,91,0,0,16,0,9,6,1,6,0,0,0,7,15,0,Normal,0
17760,17761,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,51,2,8,8,8,51,0,0,0,8,51,0,Generic,1
68281,68282,0.7017979999999999,tcp,http,FIN,10,10,840,1390,27.073317,62,252,8617.864258,14260.513669999998,2,2,77.977556,69.50721899999999,4865.225025,120.26518700000001,255,2449452391,2006299690,255,0.116944,0.056795000000000005,0.060149,84,139,1,167,6,1,3,4,2,5,0,0,4,4,5,0,Normal,0
60586,60587,0.434596,tcp,-,FIN,10,6,648,268,34.514814,254,252,10750.21387,4123.369629,2,1,48.186111,56.838198999999996,2559.8729550000003,82.374625,255,671245611,1715914307,255,0.196322,0.150401,0.045921,65,45,0,0,6,1,1,1,1,1,0,0,0,1,1,0,DoS,1
